author,text
6f322d574618816aa2d6d1ceb4fd2551,sets mode: +o ChanServ
a99df90046c6675165d815175b900be1,"Definitely very fancy... I've used Flowplayer in the past, but this definitely looks like the direction to go."
b9196305a3abd10773f2be6b0ebc0632,aloha...
cac2b7239d674bc871720db11b452c06,hi
cac2b7239d674bc871720db11b452c06,asl?
b9196305a3abd10773f2be6b0ebc0632,bali
b9196305a3abd10773f2be6b0ebc0632,u ??
bb21c722adad611b63dfb48ec99e8350,ArtB: ping
e9ab2f1536e4589e9c4a5f0cbae4907e,sex
23b96a5831fa63e3946e66166a466e37,female
e9ab2f1536e4589e9c4a5f0cbae4907e,yes
e9ab2f1536e4589e9c4a5f0cbae4907e,and i&apos;m wet
9fae013bd55dd4a2322fe24f8384df9e,heey (:
9fae013bd55dd4a2322fe24f8384df9e,how&apos;re you?
6d62614379fbe3c60317c4170f17fa9c,well hi
6d62614379fbe3c60317c4170f17fa9c,alright
6d62614379fbe3c60317c4170f17fa9c,asl?
5de63183b8f03f9cbab57103a55d0c7e,hi
087c9429602cefcd8101ff1a8e209169,hihi
087c9429602cefcd8101ff1a8e209169,m or f??
5de63183b8f03f9cbab57103a55d0c7e,akjfkjasdkjfajkdfjkakdjflkajdlkfjaldkjflkjdflkjadljfkalkjdfaljkdfaljkd;lfjakldjf
5de63183b8f03f9cbab57103a55d0c7e,alkjdflkjadlfjalkjdfalkjdf;lajddflkajdflkjad;lfjkalkjfajkfajkdfakljdflajkdflkajdflkajflkjadflkjadfljadflkjadlfjkadflkjalkjfajdf;lajdflkjalfkjakjdfajflajf;jkafd;jalfkdja;lkjdfaljkf;aljfaljf;ajdl
5de63183b8f03f9cbab57103a55d0c7e,im a female a hot female
5de63183b8f03f9cbab57103a55d0c7e,nothing to do
087c9429602cefcd8101ff1a8e209169,male
5de63183b8f03f9cbab57103a55d0c7e,i need someone
5de63183b8f03f9cbab57103a55d0c7e,someone who can take away my lonlyness
087c9429602cefcd8101ff1a8e209169,ok
5de63183b8f03f9cbab57103a55d0c7e,i hope that can be you
087c9429602cefcd8101ff1a8e209169,I&apos;m here
5de63183b8f03f9cbab57103a55d0c7e,so how can you take away my problem
5de63183b8f03f9cbab57103a55d0c7e,?
5de63183b8f03f9cbab57103a55d0c7e,wait i need to get off my panty to get masturbating
087c9429602cefcd8101ff1a8e209169,and you know that I just do what you have
5de63183b8f03f9cbab57103a55d0c7e,oh really
5de63183b8f03f9cbab57103a55d0c7e,i mean right now
087c9429602cefcd8101ff1a8e209169,yes
087c9429602cefcd8101ff1a8e209169,let&apos;s connect the webcam msn??
5de63183b8f03f9cbab57103a55d0c7e,i hope we can do mutual masturbating
5de63183b8f03f9cbab57103a55d0c7e,my webcam is broken
5de63183b8f03f9cbab57103a55d0c7e,and thats why im bored
5de63183b8f03f9cbab57103a55d0c7e,how about you lick my vagina
5de63183b8f03f9cbab57103a55d0c7e,hold my tits
5de63183b8f03f9cbab57103a55d0c7e,squeeze them
5de63183b8f03f9cbab57103a55d0c7e,ah
087c9429602cefcd8101ff1a8e209169,yes
5de63183b8f03f9cbab57103a55d0c7e,i like that feeling
087c9429602cefcd8101ff1a8e209169,send me a picture of you naked wheel
087c9429602cefcd8101ff1a8e209169,yes
5de63183b8f03f9cbab57103a55d0c7e,wait can you be my pet
5de63183b8f03f9cbab57103a55d0c7e,like you do everything i want example imagine me naked lick my vagina
087c9429602cefcd8101ff1a8e209169,yes
5de63183b8f03f9cbab57103a55d0c7e,lick me everywhere
087c9429602cefcd8101ff1a8e209169,yes
087c9429602cefcd8101ff1a8e209169,your vagina and very Saburo
087c9429602cefcd8101ff1a8e209169,yes
087c9429602cefcd8101ff1a8e209169,give me your msn speak better for it
087c9429602cefcd8101ff1a8e209169,yes vagina masturbating to my face ....... ....... will go
087c9429602cefcd8101ff1a8e209169,hihi
0a39f78bcb297ab0ebe8a29c28bfed89,changes: begin collecting references (whatwg r3243) &lt;http://lists.w3.org/Archives/Public/public-html-diffs/2009Jun/0101.html&gt;
e5595c2a95b10f512e1924e9ee1664fe,hi
4e39e6dd0c3040d983c2ceb7f4a812fb,"for t = 1 : T-1
    w(t) = (wi-wf)*(T-t)/T + wf ;
    for i = 1:N
        v_a0(i,t+1) = w(t)*v_a0(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a0(i,t+1) = p_a0(i,t) + v_a0(i,t+1);
        v_a1(i,t+1) = w(t)*v_a1(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a1(i,t+1) = p_a1(i,t) + v_a1(i,t+1);
        v_a2(i,t+1) = w(t)*v_a2(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a2(i,t+1) = p_a2(i,t) + v_a2(i,t+1);
        v_a3(i,t+1) = w(t)*v_a3(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a3(i,t+1) = p_a3(i,t) + v_a3(i,t+1);
        v_a4(i,t+1) = w(t)*v_a4(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a4(i,t+1) = p_a4(i,t) + v_a4(i,t+1);
        v_a5(i,t+1) = w(t)*v_a5(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a5(i,t+1) = p_a5(i,t) + v_a5(i,t+1);
        v_a6(i,t+1) = w(t)*v_a6(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a6(i,t+1) = p_a6(i,t) + v_a6(i,t+1);
        v_a7(i,t+1) = w(t)*v_a7(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a7(i,t+1) = p_a7(i,t) + v_a7(i,t+1);
        v_a8(i,t+1) = w(t)*v_a8(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a8(i,t+1) = p_a8(i,t) + v_a8(i,t+1);
        v_a9(i,t+1) = w(t)*v_a9(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a9(i,t+1) = p_a9(i,t) + v_a9(i,t+1);
        v_a10(i,t+1) = w(t)*v_a10(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a10(i,t+1) = p_a10(i,t) + v_a10(i,t+1);
        f(i,t) = a0(i) + a1(i)*(x(i)) + a2(i)*((x(i))^2) + a3(i)*((x(i))^3) + a4(i)*((x(i))^4) + a5(i)*((x(i))^5)+ a6(i)*((x(i))^6)+ a7(i)*((x(i))^7)+ a8(i)*((x(i))^8)+ a9(i)*((x(i))^9)+ a10(i)*((x(i))^10);
        e(i,t) = sqrt(sum((f(i,t)-y(i))^2));
if e(i,t) == min(e(:,t))
    gbest = i;
end
    end
if f(i,t+1) &gt; f(i,t) 
    lbest = i;
end
end"
e5595c2a95b10f512e1924e9ee1664fe,i know c
e5595c2a95b10f512e1924e9ee1664fe,m/f?
edb259c0e0038f38bb200bc20c8cbf7e,we're not at the mall
edb259c0e0038f38bb200bc20c8cbf7e,hmm
edb259c0e0038f38bb200bc20c8cbf7e,you're gone
950c4b682879aaacf6b62fe9769c156d,hi 18m philippines
065c7fcf262915361b34b4d85ce2d892,Horny
065c7fcf262915361b34b4d85ce2d892,?
5059ecaa4fb3ab1183f267bf1613010e,telecon today?
0c8dce20967cf80665e60051b8ab2d3c,apparently not
0c8dce20967cf80665e60051b8ab2d3c,there is no agenda at least
0c8dce20967cf80665e60051b8ab2d3c,is there something we should talk about
0c8dce20967cf80665e60051b8ab2d3c,it is possible that I or masayuki will propose a change to wheel events
0c8dce20967cf80665e60051b8ab2d3c,perhaps just a minor change
227a9a17d1db3f8e5c71a150345fb2a6,"5059ecaa4fb3ab1183f267bf1613010e, 0c8dce20967cf80665e60051b8ab2d3c, we can have a call if you like"
0c8dce20967cf80665e60051b8ab2d3c,delta values should probably be doubles
227a9a17d1db3f8e5c71a150345fb2a6,no!!!!!!
227a9a17d1db3f8e5c71a150345fb2a6,"well, ok"
0c8dce20967cf80665e60051b8ab2d3c,but I'm not sure
227a9a17d1db3f8e5c71a150345fb2a6,if it's okay with MS
5059ecaa4fb3ab1183f267bf1613010e,yep
0c8dce20967cf80665e60051b8ab2d3c,I need to discuss with masayuki first
5059ecaa4fb3ab1183f267bf1613010e,"sorry, thought you meant is it ok to have a conference :-)"
0c8dce20967cf80665e60051b8ab2d3c,5059ecaa4fb3ab1183f267bf1613010e: anything particular to discuss about?
5059ecaa4fb3ab1183f267bf1613010e,the real last call! :-) .... and any node list updates?
0c8dce20967cf80665e60051b8ab2d3c,I didn't meet jresig when I was in US...
0c8dce20967cf80665e60051b8ab2d3c,"so far only sicking's proposal can handle perhaps the most needed mutation event, DOMCharacterDataModified"
0c8dce20967cf80665e60051b8ab2d3c,"it is possible that we'll implement it right after FF4, with moz prefix"
0c8dce20967cf80665e60051b8ab2d3c,so that people can try it out
5059ecaa4fb3ab1183f267bf1613010e,"yes, that's a limitation of resig's current proposal"
227a9a17d1db3f8e5c71a150345fb2a6,are we going t have a call?
5059ecaa4fb3ab1183f267bf1613010e,"sure, it'll probably be short"
227a9a17d1db3f8e5c71a150345fb2a6,ok
227a9a17d1db3f8e5c71a150345fb2a6,"22813b6f9b851d152e2f2d99116de592, start telcon"
22813b6f9b851d152e2f2d99116de592,is preparing a teleconference
4e63bbbffbcaf12608512401eaf11240,logging to http://www.w3.org/2011/01/26-webapps-irc
22813b6f9b851d152e2f2d99116de592,"4e63bbbffbcaf12608512401eaf11240, make logs public"
4e63bbbffbcaf12608512401eaf11240,"I have made the request, 22813b6f9b851d152e2f2d99116de592"
22813b6f9b851d152e2f2d99116de592,"17f9b78129866dff3cbd228a8d985fbf, this will be DOM3"
17f9b78129866dff3cbd228a8d985fbf,"ok, 22813b6f9b851d152e2f2d99116de592; I see IA_WebApps(DOM3)2:00PM scheduled to start in 40 minutes"
22813b6f9b851d152e2f2d99116de592,Meeting: Web Applications Working Group Teleconference
22813b6f9b851d152e2f2d99116de592,Date: 26 January 2011
227a9a17d1db3f8e5c71a150345fb2a6,"17f9b78129866dff3cbd228a8d985fbf, room for 3?"
17f9b78129866dff3cbd228a8d985fbf,"ok, 227a9a17d1db3f8e5c71a150345fb2a6; conference Team_(webapps)18:20Z scheduled with code 26631 (CONF1) for 60 minutes until 1920Z"
0c8dce20967cf80665e60051b8ab2d3c,"5059ecaa4fb3ab1183f267bf1613010e: FYI, the reason for the possible change in wheel events is because Win7 supports &quot;high resolution&quot; scrolling"
227a9a17d1db3f8e5c71a150345fb2a6,"17f9b78129866dff3cbd228a8d985fbf: call, 227a9a17d1db3f8e5c71a150345fb2a6"
0c8dce20967cf80665e60051b8ab2d3c,"and what Windows gives to UA, doesn't exactly map to pixels"
0c8dce20967cf80665e60051b8ab2d3c,...I've been told
227a9a17d1db3f8e5c71a150345fb2a6,"zakim, call 227a9a17d1db3f8e5c71a150345fb2a6"
17f9b78129866dff3cbd228a8d985fbf,"ok, 227a9a17d1db3f8e5c71a150345fb2a6; the call is being made"
17f9b78129866dff3cbd228a8d985fbf,Team_(webapps)18:20Z has now started
17f9b78129866dff3cbd228a8d985fbf,#NAME?
17f9b78129866dff3cbd228a8d985fbf,+[Microsoft]
17f9b78129866dff3cbd228a8d985fbf,+[IPcaller]
0c8dce20967cf80665e60051b8ab2d3c,"17f9b78129866dff3cbd228a8d985fbf, [IPcaller] is Olli_Pettay"
17f9b78129866dff3cbd228a8d985fbf,+Olli_Pettay; got it
227a9a17d1db3f8e5c71a150345fb2a6,http://dvcs.w3.org/hg/webevents/raw-file/tip/touchevents.html
227a9a17d1db3f8e5c71a150345fb2a6,scribenick: 5059ecaa4fb3ab1183f267bf1613010e
5059ecaa4fb3ab1183f267bf1613010e,0c8dce20967cf80665e60051b8ab2d3c:  the wheel delta should be double or float
5059ecaa4fb3ab1183f267bf1613010e,travis: for fractional pages/lines
5059ecaa4fb3ab1183f267bf1613010e,"travis: float would be better, doubles are a bit big"
5059ecaa4fb3ab1183f267bf1613010e,5059ecaa4fb3ab1183f267bf1613010e: agreed
5059ecaa4fb3ab1183f267bf1613010e,0c8dce20967cf80665e60051b8ab2d3c:  float is fine
5059ecaa4fb3ab1183f267bf1613010e,"RESOLUTION: change deltaX, deltaY, deltaZ to float for WheelEvent"
5059ecaa4fb3ab1183f267bf1613010e,"227a9a17d1db3f8e5c71a150345fb2a6:  ok, done"
5059ecaa4fb3ab1183f267bf1613010e,"0c8dce20967cf80665e60051b8ab2d3c:  for mutation events replacement, jresig's proposal doesn't handle the most important event DOMCharacterDataModified"
5059ecaa4fb3ab1183f267bf1613010e,topic: mutation events replacement
5059ecaa4fb3ab1183f267bf1613010e,"0c8dce20967cf80665e60051b8ab2d3c:  for mutation events replacement, jresig's proposal doesn't handle the most important event DOMCharacterDataModified"
227a9a17d1db3f8e5c71a150345fb2a6,"s/zakim, call 227a9a17d1db3f8e5c71a150345fb2a6/Topic: wheel events/"
5059ecaa4fb3ab1183f267bf1613010e,"jross: agreed, it's a shortfall of his proposal....but I think his proposal could be improved to support it"
227a9a17d1db3f8e5c71a150345fb2a6,http://www.w3.org/2008/webapps/wiki/Selector-based_Mutation_Events
227a9a17d1db3f8e5c71a150345fb2a6,http://www.w3.org/2008/webapps/wiki/MutationReplacement
5059ecaa4fb3ab1183f267bf1613010e,5059ecaa4fb3ab1183f267bf1613010e: doesn't have resig's proposal on there
5059ecaa4fb3ab1183f267bf1613010e,227a9a17d1db3f8e5c71a150345fb2a6: we should add that
0c8dce20967cf80665e60051b8ab2d3c,https://github.com/jeresig/nodelist
5059ecaa4fb3ab1183f267bf1613010e,0c8dce20967cf80665e60051b8ab2d3c:  we should all read these proposals and talk about this next week
5059ecaa4fb3ab1183f267bf1613010e,"227a9a17d1db3f8e5c71a150345fb2a6: this is not really dom 3 events, so we should move forward with a replacement but perhaps in a different conf"
5059ecaa4fb3ab1183f267bf1613010e,5059ecaa4fb3ab1183f267bf1613010e: i'll send out mail to get the conversation started
5059ecaa4fb3ab1183f267bf1613010e,topics: dom 3 events issues
5059ecaa4fb3ab1183f267bf1613010e,topic: dom 3 events issues
227a9a17d1db3f8e5c71a150345fb2a6,ISSUE-121?
22813b6f9b851d152e2f2d99116de592,getting information on ISSUE-121
22813b6f9b851d152e2f2d99116de592,ISSUE-121 -- Consider generalizing the 'textInput' event to cover all user-initiated changes -- open
22813b6f9b851d152e2f2d99116de592,http://www.w3.org/2008/webapps/track/issues/121
227a9a17d1db3f8e5c71a150345fb2a6,http://www.w3.org/2008/webapps/track/products/2
5059ecaa4fb3ab1183f267bf1613010e,5059ecaa4fb3ab1183f267bf1613010e: i'll mail out the updates we should make to the issues
227a9a17d1db3f8e5c71a150345fb2a6,ISSUE-122?
22813b6f9b851d152e2f2d99116de592,getting information on ISSUE-122
22813b6f9b851d152e2f2d99116de592,ISSUE-122 -- Consider adding 'mousewheel' again -- open
22813b6f9b851d152e2f2d99116de592,http://www.w3.org/2008/webapps/track/issues/122
5059ecaa4fb3ab1183f267bf1613010e,227a9a17d1db3f8e5c71a150345fb2a6: does anyone want to add mousewheel again?
5059ecaa4fb3ab1183f267bf1613010e,5059ecaa4fb3ab1183f267bf1613010e: no
5059ecaa4fb3ab1183f267bf1613010e,0c8dce20967cf80665e60051b8ab2d3c: no
5059ecaa4fb3ab1183f267bf1613010e,RESOLUTION:  we will not add mousewheel back
505166bca797ceaa203e245667d56b34,hi
505166bca797ceaa203e245667d56b34,Aujourd&apos;hui  je demande l&apos;autorisation de mes parents.
4b66cb4831680c47cc6b66060baff894,hey
446ce72233c0f1fcc8eebe77011a0a00,Im a 17 F Lesbian. Im looking for girls only
62d868fd2a3d58cbf6f5587c8182e8fa,joe?
62d868fd2a3d58cbf6f5587c8182e8fa,is your name anna?
446ce72233c0f1fcc8eebe77011a0a00,"yea, why?"
62d868fd2a3d58cbf6f5587c8182e8fa,ZOMFG
62d868fd2a3d58cbf6f5587c8182e8fa,I CAN&apos;T BELIEVE THIS!
62d868fd2a3d58cbf6f5587c8182e8fa,THIS CAN NOT BE TRUE
62d868fd2a3d58cbf6f5587c8182e8fa,look
446ce72233c0f1fcc8eebe77011a0a00,why?
62d868fd2a3d58cbf6f5587c8182e8fa,anna
62d868fd2a3d58cbf6f5587c8182e8fa,"me , sydney and joe are looking for you"
62d868fd2a3d58cbf6f5587c8182e8fa,joe loves you and is desperate to find you
62d868fd2a3d58cbf6f5587c8182e8fa,i know you&apos;re looking for sydney
62d868fd2a3d58cbf6f5587c8182e8fa,but you hafta find joe
446ce72233c0f1fcc8eebe77011a0a00,but joe is kinda mean
62d868fd2a3d58cbf6f5587c8182e8fa,cuz sydney os trying to fid him in order to help him find you
62d868fd2a3d58cbf6f5587c8182e8fa,"i know, he is regreting all that he did"
446ce72233c0f1fcc8eebe77011a0a00,will he change?
62d868fd2a3d58cbf6f5587c8182e8fa,he is another person now
62d868fd2a3d58cbf6f5587c8182e8fa,he is desperate
62d868fd2a3d58cbf6f5587c8182e8fa,he alredy did
62d868fd2a3d58cbf6f5587c8182e8fa,you
446ce72233c0f1fcc8eebe77011a0a00,what he did was pretty bad
62d868fd2a3d58cbf6f5587c8182e8fa,have
62d868fd2a3d58cbf6f5587c8182e8fa,to
62d868fd2a3d58cbf6f5587c8182e8fa,him
62d868fd2a3d58cbf6f5587c8182e8fa,find
62d868fd2a3d58cbf6f5587c8182e8fa,i know...
62d868fd2a3d58cbf6f5587c8182e8fa,he is regreting it from the deepest part of his heart
62d868fd2a3d58cbf6f5587c8182e8fa,he almost killed himself because of you
446ce72233c0f1fcc8eebe77011a0a00,"But can he change, I cant see him doing that"
446ce72233c0f1fcc8eebe77011a0a00,really???
62d868fd2a3d58cbf6f5587c8182e8fa,but eddie (he&apos;s in vocation now) stoped him
62d868fd2a3d58cbf6f5587c8182e8fa,YEAH!]
62d868fd2a3d58cbf6f5587c8182e8fa,he loves you
446ce72233c0f1fcc8eebe77011a0a00,jeez youcan always count on eddie
446ce72233c0f1fcc8eebe77011a0a00,well tell him to tell me
62d868fd2a3d58cbf6f5587c8182e8fa,tell who to tell you what?
446ce72233c0f1fcc8eebe77011a0a00,who do you think?
446ce72233c0f1fcc8eebe77011a0a00,JOE
62d868fd2a3d58cbf6f5587c8182e8fa,joe?
62d868fd2a3d58cbf6f5587c8182e8fa,lol
62d868fd2a3d58cbf6f5587c8182e8fa,BUT HE IS TRYING TO DO IT!
62d868fd2a3d58cbf6f5587c8182e8fa,HE&apos;S LOOKING FOR YOU!
446ce72233c0f1fcc8eebe77011a0a00,If we can talk face to face Ill be able to see hes really changed
62d868fd2a3d58cbf6f5587c8182e8fa,okay
62d868fd2a3d58cbf6f5587c8182e8fa,but he javes to find you first D:
62d868fd2a3d58cbf6f5587c8182e8fa,in order to talk face to face with you
446ce72233c0f1fcc8eebe77011a0a00,yea
446ce72233c0f1fcc8eebe77011a0a00,but im not saying yes
446ce72233c0f1fcc8eebe77011a0a00,its hard to regain trust
62d868fd2a3d58cbf6f5587c8182e8fa,....does that mean you don&apos;t want to see him?
446ce72233c0f1fcc8eebe77011a0a00,IDK
62d868fd2a3d58cbf6f5587c8182e8fa,"believe me, he changed"
62d868fd2a3d58cbf6f5587c8182e8fa,"IM AXL, YOU KNOW THAT IF I SAY SOMETHING , I MEAN IT!"
62d868fd2a3d58cbf6f5587c8182e8fa,he
62d868fd2a3d58cbf6f5587c8182e8fa,changed...
446ce72233c0f1fcc8eebe77011a0a00,"Well we need to rebuild trust, so he needs to talk to me"
62d868fd2a3d58cbf6f5587c8182e8fa,IN ORDER TO TALK TO YOU HE NEEDS TO FIND YOU!
446ce72233c0f1fcc8eebe77011a0a00,"listen I got to go, this is all too much for me right now"
62d868fd2a3d58cbf6f5587c8182e8fa,NO
62d868fd2a3d58cbf6f5587c8182e8fa,WAIT
232512572096a4d8680305f759bef6c5,so is anyone alive here?
38e6faf7dfe6481392abfcf94781a567,burp
31cf935e8fa5e0cbf72107ef6437bf94,lintlock: not me
