,Unnamed: 0,author,text
203,203,22813b6f9b851d152e2f2d99116de592,is preparing a teleconference
204,204,4e63bbbffbcaf12608512401eaf11240,logging to http://www.w3.org/2011/01/26-webapps-irc
205,205,22813b6f9b851d152e2f2d99116de592,"4e63bbbffbcaf12608512401eaf11240, make logs public"
206,206,4e63bbbffbcaf12608512401eaf11240,"I have made the request, 22813b6f9b851d152e2f2d99116de592"
207,207,22813b6f9b851d152e2f2d99116de592,"17f9b78129866dff3cbd228a8d985fbf, this will be DOM3"
208,208,17f9b78129866dff3cbd228a8d985fbf,"ok, 22813b6f9b851d152e2f2d99116de592; I see IA_WebApps(DOM3)2:00PM scheduled to start in 40 minutes"
209,209,22813b6f9b851d152e2f2d99116de592,Meeting: Web Applications Working Group Teleconference
210,210,22813b6f9b851d152e2f2d99116de592,Date: 26 January 2011
211,211,227a9a17d1db3f8e5c71a150345fb2a6,"17f9b78129866dff3cbd228a8d985fbf, room for 3?"
212,212,17f9b78129866dff3cbd228a8d985fbf,"ok, 227a9a17d1db3f8e5c71a150345fb2a6; conference Team_(webapps)18:20Z scheduled with code 26631 (CONF1) for 60 minutes until 1920Z"
213,213,0c8dce20967cf80665e60051b8ab2d3c,"5059ecaa4fb3ab1183f267bf1613010e: FYI, the reason for the possible change in wheel events is because Win7 supports &quot;high resolution&quot; scrolling"
214,214,227a9a17d1db3f8e5c71a150345fb2a6,"17f9b78129866dff3cbd228a8d985fbf: call, 227a9a17d1db3f8e5c71a150345fb2a6"
215,215,0c8dce20967cf80665e60051b8ab2d3c,"and what Windows gives to UA, doesn't exactly map to pixels"
216,216,0c8dce20967cf80665e60051b8ab2d3c,...I've been told
217,217,227a9a17d1db3f8e5c71a150345fb2a6,"zakim, call 227a9a17d1db3f8e5c71a150345fb2a6"
218,218,17f9b78129866dff3cbd228a8d985fbf,"ok, 227a9a17d1db3f8e5c71a150345fb2a6; the call is being made"
219,219,17f9b78129866dff3cbd228a8d985fbf,Team_(webapps)18:20Z has now started
220,220,17f9b78129866dff3cbd228a8d985fbf,+Shepazu
221,221,17f9b78129866dff3cbd228a8d985fbf,+[Microsoft]
222,222,17f9b78129866dff3cbd228a8d985fbf,+[IPcaller]
223,223,0c8dce20967cf80665e60051b8ab2d3c,"17f9b78129866dff3cbd228a8d985fbf, [IPcaller] is Olli_Pettay"
224,224,17f9b78129866dff3cbd228a8d985fbf,+Olli_Pettay; got it
225,225,227a9a17d1db3f8e5c71a150345fb2a6,http://dvcs.w3.org/hg/webevents/raw-file/tip/touchevents.html
226,226,227a9a17d1db3f8e5c71a150345fb2a6,scribenick: 5059ecaa4fb3ab1183f267bf1613010e
227,227,5059ecaa4fb3ab1183f267bf1613010e,0c8dce20967cf80665e60051b8ab2d3c:  the wheel delta should be double or float
228,228,5059ecaa4fb3ab1183f267bf1613010e,travis: for fractional pages/lines
229,229,5059ecaa4fb3ab1183f267bf1613010e,"travis: float would be better, doubles are a bit big"
230,230,5059ecaa4fb3ab1183f267bf1613010e,5059ecaa4fb3ab1183f267bf1613010e: agreed
231,231,5059ecaa4fb3ab1183f267bf1613010e,0c8dce20967cf80665e60051b8ab2d3c:  float is fine
232,232,5059ecaa4fb3ab1183f267bf1613010e,"RESOLUTION: change deltaX, deltaY, deltaZ to float for WheelEvent"
233,233,5059ecaa4fb3ab1183f267bf1613010e,"227a9a17d1db3f8e5c71a150345fb2a6:  ok, done"
234,234,5059ecaa4fb3ab1183f267bf1613010e,"0c8dce20967cf80665e60051b8ab2d3c:  for mutation events replacement, jresig's proposal doesn't handle the most important event DOMCharacterDataModified"
235,235,5059ecaa4fb3ab1183f267bf1613010e,topic: mutation events replacement
236,236,5059ecaa4fb3ab1183f267bf1613010e,"0c8dce20967cf80665e60051b8ab2d3c:  for mutation events replacement, jresig's proposal doesn't handle the most important event DOMCharacterDataModified"
237,237,227a9a17d1db3f8e5c71a150345fb2a6,"s/zakim, call 227a9a17d1db3f8e5c71a150345fb2a6/Topic: wheel events/"
238,238,5059ecaa4fb3ab1183f267bf1613010e,"jross: agreed, it's a shortfall of his proposal....but I think his proposal could be improved to support it"
239,239,227a9a17d1db3f8e5c71a150345fb2a6,http://www.w3.org/2008/webapps/wiki/Selector-based_Mutation_Events
240,240,227a9a17d1db3f8e5c71a150345fb2a6,http://www.w3.org/2008/webapps/wiki/MutationReplacement
241,241,5059ecaa4fb3ab1183f267bf1613010e,5059ecaa4fb3ab1183f267bf1613010e: doesn't have resig's proposal on there
242,242,5059ecaa4fb3ab1183f267bf1613010e,227a9a17d1db3f8e5c71a150345fb2a6: we should add that
243,243,0c8dce20967cf80665e60051b8ab2d3c,https://github.com/jeresig/nodelist
244,244,5059ecaa4fb3ab1183f267bf1613010e,0c8dce20967cf80665e60051b8ab2d3c:  we should all read these proposals and talk about this next week
245,245,5059ecaa4fb3ab1183f267bf1613010e,"227a9a17d1db3f8e5c71a150345fb2a6: this is not really dom 3 events, so we should move forward with a replacement but perhaps in a different conf"
246,246,5059ecaa4fb3ab1183f267bf1613010e,5059ecaa4fb3ab1183f267bf1613010e: i'll send out mail to get the conversation started
247,247,5059ecaa4fb3ab1183f267bf1613010e,topics: dom 3 events issues
248,248,5059ecaa4fb3ab1183f267bf1613010e,topic: dom 3 events issues
249,249,227a9a17d1db3f8e5c71a150345fb2a6,ISSUE-121?
250,250,22813b6f9b851d152e2f2d99116de592,getting information on ISSUE-121
251,251,22813b6f9b851d152e2f2d99116de592,ISSUE-121 -- Consider generalizing the 'textInput' event to cover all user-initiated changes -- open
252,252,22813b6f9b851d152e2f2d99116de592,http://www.w3.org/2008/webapps/track/issues/121
253,253,227a9a17d1db3f8e5c71a150345fb2a6,http://www.w3.org/2008/webapps/track/products/2
254,254,5059ecaa4fb3ab1183f267bf1613010e,5059ecaa4fb3ab1183f267bf1613010e: i'll mail out the updates we should make to the issues
255,255,227a9a17d1db3f8e5c71a150345fb2a6,ISSUE-122?
256,256,22813b6f9b851d152e2f2d99116de592,getting information on ISSUE-122
257,257,22813b6f9b851d152e2f2d99116de592,ISSUE-122 -- Consider adding 'mousewheel' again -- open
258,258,22813b6f9b851d152e2f2d99116de592,http://www.w3.org/2008/webapps/track/issues/122
259,259,5059ecaa4fb3ab1183f267bf1613010e,227a9a17d1db3f8e5c71a150345fb2a6: does anyone want to add mousewheel again?
260,260,5059ecaa4fb3ab1183f267bf1613010e,5059ecaa4fb3ab1183f267bf1613010e: no
261,261,5059ecaa4fb3ab1183f267bf1613010e,0c8dce20967cf80665e60051b8ab2d3c: no
262,262,5059ecaa4fb3ab1183f267bf1613010e,RESOLUTION:  we will not add mousewheel back
263,263,505166bca797ceaa203e245667d56b34,hi
264,264,505166bca797ceaa203e245667d56b34,Aujourd&apos;hui  je demande l&apos;autorisation de mes parents.
265,265,4b66cb4831680c47cc6b66060baff894,hey
266,266,446ce72233c0f1fcc8eebe77011a0a00,Im a 17 F Lesbian. Im looking for girls only
267,267,62d868fd2a3d58cbf6f5587c8182e8fa,joe?
268,268,62d868fd2a3d58cbf6f5587c8182e8fa,is your name anna?
269,269,446ce72233c0f1fcc8eebe77011a0a00,"yea, why?"
270,270,62d868fd2a3d58cbf6f5587c8182e8fa,ZOMFG
271,271,62d868fd2a3d58cbf6f5587c8182e8fa,I CAN&apos;T BELIEVE THIS!
272,272,62d868fd2a3d58cbf6f5587c8182e8fa,THIS CAN NOT BE TRUE
273,273,62d868fd2a3d58cbf6f5587c8182e8fa,look
274,274,446ce72233c0f1fcc8eebe77011a0a00,why?
275,275,62d868fd2a3d58cbf6f5587c8182e8fa,anna
276,276,62d868fd2a3d58cbf6f5587c8182e8fa,"me , sydney and joe are looking for you"
277,277,62d868fd2a3d58cbf6f5587c8182e8fa,joe loves you and is desperate to find you
278,278,62d868fd2a3d58cbf6f5587c8182e8fa,i know you&apos;re looking for sydney
279,279,62d868fd2a3d58cbf6f5587c8182e8fa,but you hafta find joe
280,280,446ce72233c0f1fcc8eebe77011a0a00,but joe is kinda mean
281,281,62d868fd2a3d58cbf6f5587c8182e8fa,cuz sydney os trying to fid him in order to help him find you
282,282,62d868fd2a3d58cbf6f5587c8182e8fa,"i know, he is regreting all that he did"
283,283,446ce72233c0f1fcc8eebe77011a0a00,will he change?
284,284,62d868fd2a3d58cbf6f5587c8182e8fa,he is another person now
285,285,62d868fd2a3d58cbf6f5587c8182e8fa,he is desperate
286,286,62d868fd2a3d58cbf6f5587c8182e8fa,he alredy did
287,287,62d868fd2a3d58cbf6f5587c8182e8fa,you
288,288,446ce72233c0f1fcc8eebe77011a0a00,what he did was pretty bad
289,289,62d868fd2a3d58cbf6f5587c8182e8fa,have
290,290,62d868fd2a3d58cbf6f5587c8182e8fa,to
291,291,62d868fd2a3d58cbf6f5587c8182e8fa,him
292,292,62d868fd2a3d58cbf6f5587c8182e8fa,find
293,293,62d868fd2a3d58cbf6f5587c8182e8fa,i know...
294,294,62d868fd2a3d58cbf6f5587c8182e8fa,he is regreting it from the deepest part of his heart
295,295,62d868fd2a3d58cbf6f5587c8182e8fa,he almost killed himself because of you
296,296,446ce72233c0f1fcc8eebe77011a0a00,"But can he change, I cant see him doing that"
